motif,chromatin_motif,node1,node2,node3,node4
3111,201000001000,chr19:49727563-49730178,chr19:49338374-49339971,chr19:49345302-49346894,chr19:49297756-49299605
3111,102000000001,chr1:202153214-202154695,chr1:202688012-202689640,chr1:202157569-202158931,chr1:202820730-202822301
3111,101100000001,chr1:202432695-202434166,chr1:202153214-202154695,chr1:202688012-202689640,chr1:202157569-202158931
3111,101100000001,chr1:202432695-202434166,chr1:202153214-202154695,chr1:202688012-202689640,chr1:202820730-202822301
3322,000020000011,chr11:76391161-76392780,chr11:75513691-75515606,chr11:75607153-75609006,chr11:75862569-75864205
3221,001020000010,chr1:110745032-110746711,chr1:110595920-110597429,chr1:111037875-111039569,chr1:110749800-110751358
2211,001110100000,chr1:115817270-115818753,chr1:116137850-116139456,chr1:116087897-116089837,chr1:116049221-116050771
3111,102000000010,chr5:134888988-134890465,chr5:134905341-134906757,chr5:134886933-134888503,chr5:134801248-134802696
2211,001110100000,chr17:42020720-42022296,chr17:42118255-42119733,chr17:41955256-41956799,chr17:42071620-42073226
2211,101010010000,chr20:52559693-52561203,chr20:52531195-52533364,chr20:52194458-52196704,chr20:52678704-52680244
2211,001110010000,chr20:52559693-52561203,chr20:52194458-52196704,chr20:52485772-52487409,chr20:52678704-52680244
3221,000110011000,chr20:52559693-52561203,chr20:52531195-52533364,chr20:52194458-52196704,chr20:52485772-52487409
3221,100011001000,chr17:38518332-38519672,chr17:38554641-38556389,chr17:38715859-38717446,chr17:38688871-38690607
3322,000011001010,chr17:38518332-38519672,chr17:38596704-38598251,chr17:38554641-38556389,chr17:38688871-38690607
3322,000020001010,chr17:38596704-38598251,chr17:38554641-38556389,chr17:38715859-38717446,chr17:38688871-38690607
3221,100011000010,chr17:38518332-38519672,chr17:38596704-38598251,chr17:38554641-38556389,chr17:38715859-38717446
3111,200100000001,chr7:875554-876967,chr7:371902-374079,chr7:912309-913964,chr7:825441-826973
2211,100110010000,chr7:875554-876967,chr7:371902-374079,chr7:912309-913964,chr7:813642-815043
2211,200010010000,chr7:813642-815043,chr7:371902-374079,chr7:912309-913964,chr7:825441-826973
2211,000210100000,chr12:123344188-123345777,chr12:123722067-123723651,chr12:123277407-123279174,chr12:123351552-123353039
2211,200020000000,chr15:99619228-99621054,chr15:99322090-99323843,chr15:99424363-99425771,chr15:98984886-98986713
3111,201000000001,chr11:17251038-17252629,chr11:17375095-17376963,chr11:17549056-17550653,chr11:17404833-17406385
3111,102000000010,chr1:172058792-172060593,chr1:172397766-172399512,chr1:171971316-171973026,chr1:172010349-172011800
2211,001110100000,chr1:173223692-173225506,chr1:173388839-173390511,chr1:173170835-173172497,chr1:172713478-172715079
3221,001000110010,chr5:14351604-14353184,chr5:14648078-14649780,chr5:13976226-13977959,chr5:14325864-14327252
2211,002000200000,chr20:8515606-8516911,chr20:8023803-8025221,chr20:8701231-8703852,chr20:7960778-7962150
3221,100010011000,chr12:110989153-110990955,chr12:111325292-111326821,chr12:111263880-111265542,chr12:111142022-111143554
3221,100010011000,chr12:111325292-111326821,chr12:110886942-110888908,chr12:111263880-111265542,chr12:111142022-111143554
3111,002100000001,chr1:202432695-202434166,chr1:202820730-202822301,chr1:202688012-202689640,chr1:202157569-202158931
3221,100020001000,chr15:68598050-68599966,chr15:68842284-68843737,chr15:69167608-69169142,chr15:69075465-69077010
3221,100020001000,chr15:68598050-68599966,chr15:68845797-68847260,chr15:69167608-69169142,chr15:69075465-69077010
3322,000020002000,chr15:68598050-68599966,chr15:68842284-68843737,chr15:68845797-68847260,chr15:69167608-69169142
3111,300000001000,chr15:68842284-68843737,chr15:68845797-68847260,chr15:69167608-69169142,chr15:69075465-69077010
2211,200020000000,chr15:49153383-49155156,chr15:50436950-50438582,chr15:49527081-49529191,chr15:49437514-49439234
2211,101020000000,chr12:53455013-53456355,chr12:52765619-52767460,chr12:53373832-53375777,chr12:53440221-53443143
2211,200020000000,chr12:53455013-53456355,chr12:52549970-52551527,chr12:53373832-53375777,chr12:53440221-53443143
2211,200020000000,chr12:53455013-53456355,chr12:52536769-52538312,chr12:53373832-53375777,chr12:53440221-53443143
3221,100020001000,chr12:53277891-53279703,chr12:53455013-53456355,chr12:53373832-53375777,chr12:53440221-53443143
2211,200020000000,chr12:53455013-53456355,chr12:53431978-53433531,chr12:53373832-53375777,chr12:53440221-53443143
2211,101020000000,chr12:53277891-53279703,chr12:53455013-53456355,chr12:52765619-52767460,chr12:53440221-53443143
2211,200020000000,chr12:53277891-53279703,chr12:53455013-53456355,chr12:53431978-53433531,chr12:53440221-53443143
2211,100101100000,chr19:56763692-56766231,chr19:56577003-56578856,chr19:56615754-56617345,chr19:56861258-56862748
3221,001000110100,chr19:56844150-56845921,chr19:56763692-56766231,chr19:56577003-56578856,chr19:56861258-56862748
3221,100001010010,chr19:56844150-56845921,chr19:56763692-56766231,chr19:56577003-56578856,chr19:56615754-56617345
2211,001110100000,chr19:56844150-56845921,chr19:56763692-56766231,chr19:56615754-56617345,chr19:56861258-56862748
3111,003000000010,chr5:146001409-146002859,chr5:145912320-145913957,chr5:146345009-146346582,chr5:145944717-145946167
3221,001000200010,chr5:146001409-146002859,chr5:145912320-145913957,chr5:146326055-146327633,chr5:146345009-146346582
3221,001000200010,chr5:146001409-146002859,chr5:146326055-146327633,chr5:146345009-146346582,chr5:145944717-145946167
3322,000000200020,chr5:145912320-145913957,chr5:146326055-146327633,chr5:146345009-146346582,chr5:145944717-145946167
3221,000100111000,chr2:70567711-70569259,chr2:70138351-70140147,chr2:70530396-70531937,chr2:70844045-70845764
2211,101010010000,chr2:69951132-69952926,chr2:70138351-70140147,chr2:70530396-70531937,chr2:70844045-70845764
2211,100110010000,chr2:70567711-70569259,chr2:69951132-69952926,chr2:70138351-70140147,chr2:70530396-70531937
2211,100110010000,chr2:69951132-69952926,chr2:70138351-70140147,chr2:70530396-70531937,chr2:70043312-70045086
2211,101010010000,chr2:69951132-69952926,chr2:70138351-70140147,chr2:70530396-70531937,chr2:69786223-69787861
2211,100100200000,chr11:76444166-76445846,chr11:76823991-76825483,chr11:76801468-76803235,chr11:76509591-76511195
3111,011100001000,chr1:20687783-20689161,chr1:20819647-20821473,chr1:20243889-20245403,chr1:20538591-20540303
3221,001000110010,chr3:160370861-160372194,chr3:160402463-160405719,chr3:160424632-160426189,chr3:160659069-160660629
3221,100010011000,chr9:140106613-140108951,chr9:140120703-140122889,chr9:140156235-140157577,chr9:139922223-139924815
2211,200020000000,chr9:140106613-140108951,chr9:140120703-140122889,chr9:139869483-139871061,chr9:139922223-139924815
2211,100120000000,chr9:140106613-140108951,chr9:140120703-140122889,chr9:139898368-139899585,chr9:139922223-139924815
2211,100120000000,chr9:139922223-139924815,chr9:140120703-140122889,chr9:139869483-139871061,chr9:140156235-140157577
2211,000220000000,chr9:139922223-139924815,chr9:140120703-140122889,chr9:139898368-139899585,chr9:140156235-140157577
3111,200100001000,chr9:139922223-139924815,chr9:140120703-140122889,chr9:139869483-139871061,chr9:139898368-139899585
3111,100200001000,chr19:44269820-44271496,chr19:44288824-44290367,chr19:44227185-44228746,chr19:44248739-44250382
2211,100100200000,chr4:75396850-75398587,chr4:75054273-75055982,chr4:75093655-75095439,chr4:75241912-75243518
2211,100100200000,chr4:75396850-75398587,chr4:75176808-75178376,chr4:75054273-75055982,chr4:75241912-75243518
3221,001000020010,chr4:75396850-75398587,chr4:75176808-75178376,chr4:75054273-75055982,chr4:75093655-75095439
3111,002100000001,chr10:47599161-47601532,chr10:47695781-47697175,chr10:46962011-46963467,chr10:47150411-47151939
3111,001200000001,chr10:47080316-47081980,chr10:47599161-47601532,chr10:47695781-47697175,chr10:47150411-47151939
3111,002100000001,chr10:47080316-47081980,chr10:47599161-47601532,chr10:47695781-47697175,chr10:46962011-46963467
3111,001200000001,chr10:47080316-47081980,chr10:47599161-47601532,chr10:46962011-46963467,chr10:47150411-47151939
2211,200010010000,chr19:19600443-19602055,chr19:19477031-19478605,chr19:19285219-19287004,chr19:19335413-19336838
2211,200010010000,chr19:19600443-19602055,chr19:19164061-19165474,chr19:19477031-19478605,chr19:19285219-19287004
2211,101010010000,chr19:19600443-19602055,chr19:19477031-19478605,chr19:19285219-19287004,chr19:19256339-19257757
3111,300000000001,chr19:19600443-19602055,chr19:19164061-19165474,chr19:19285219-19287004,chr19:19335413-19336838
3111,201000000001,chr19:19600443-19602055,chr19:19256339-19257757,chr19:19285219-19287004,chr19:19335413-19336838
3111,201000000001,chr19:19600443-19602055,chr19:19164061-19165474,chr19:19256339-19257757,chr19:19285219-19287004
3111,201000000001,chr19:19164061-19165474,chr19:19256339-19257757,chr19:19285219-19287004,chr19:19335413-19336838
3221,100000200010,chr1:27428616-27430160,chr1:27523821-27525392,chr1:27626681-27628234,chr1:27714265-27715819
3221,001010100010,chr1:27428616-27430160,chr1:27523821-27525392,chr1:27626681-27628234,chr1:27610425-27612058
3221,001010100010,chr1:27610425-27612058,chr1:27428616-27430160,chr1:27523821-27525392,chr1:27714265-27715819
3221,001010100010,chr1:27428616-27430160,chr1:27523821-27525392,chr1:27610425-27612058,chr1:27423205-27424818
3221,001010100010,chr1:27435125-27436463,chr1:27428616-27430160,chr1:27523821-27525392,chr1:27610425-27612058
3111,102000000010,chr1:27435125-27436463,chr1:27523821-27525392,chr1:27610425-27612058,chr1:27423205-27424818
2222,000000400000,chr9:73254366-73256018,chr9:73616076-73617675,chr9:73863843-73865677,chr9:73539344-73540971
2211,002000200000,chr10:79400958-79402707,chr10:79403241-79404625,chr10:79010560-79011940,chr10:79151043-79152542
2222,000010300000,chr19:33897186-33898697,chr19:33920954-33922533,chr19:33725583-33727142,chr19:34261886-34263382
2211,100110100000,chr6:17599600-17601146,chr6:17155597-17157339,chr6:17815067-17816520,chr6:17803914-17805348
2211,000210010000,chr11:72192451-72194249,chr11:72264349-72265575,chr11:72124404-72126144,chr11:72283441-72285529
3221,000111000001,chr11:72353428-72355246,chr11:72192451-72194249,chr11:72124404-72126144,chr11:72283441-72285529
3221,000101011000,chr11:72353428-72355246,chr11:72192451-72194249,chr11:72264349-72265575,chr11:72283441-72285529
2211,200020000000,chr15:51424477-51426099,chr15:51484097-51485856,chr15:51790953-51792480,chr15:51672660-51675834
3111,300000001000,chr15:51424477-51426099,chr15:51790953-51792480,chr15:51672660-51675834,chr15:51578455-51579933
3111,002100001000,chr11:75099054-75100723,chr11:74990598-74992271,chr11:75155697-75157427,chr11:75162006-75163459
3322,000000202000,chr11:75099054-75100723,chr11:75242763-75244414,chr11:75155697-75157427,chr11:75162006-75163459
2211,101010010000,chr11:75094963-75096633,chr11:75099054-75100723,chr11:74990598-74992271,chr11:75155697-75157427
3322,000000112000,chr11:75099054-75100723,chr11:75242763-75244414,chr11:74990598-74992271,chr11:75155697-75157427
3111,002100001000,chr11:75242763-75244414,chr11:74990598-74992271,chr11:75155697-75157427,chr11:75162006-75163459
2211,101010010000,chr11:75094963-75096633,chr11:75242763-75244414,chr11:74990598-74992271,chr11:75155697-75157427
2211,002010010000,chr6:11574992-11576705,chr6:11068490-11070164,chr6:10954215-10955676,chr6:11495614-11497567
2211,101010010000,chr6:11068490-11070164,chr6:11093202-11095397,chr6:10954215-10955676,chr6:11495614-11497567
2211,101010010000,chr6:11143558-11145665,chr6:11068490-11070164,chr6:10954215-10955676,chr6:11495614-11497567
2211,100110010000,chr14:93152662-93154092,chr14:93180380-93181987,chr14:93346581-93348170,chr14:93684960-93686459
2222,000000400000,chr6:71019119-71020808,chr6:70930052-70931562,chr6:71078458-71079990,chr6:71080654-71082106
2211,200020000000,chr1:55486952-55488837,chr1:55742503-55744188,chr1:55410103-55411890,chr1:55415750-55417339
2211,001120000000,chr6:1363742-1365334,chr6:721344-723157,chr6:1423913-1425625,chr6:1396429-1398087
3111,100200001000,chr6:721344-723157,chr6:912355-914382,chr6:1423913-1425625,chr6:1396429-1398087
2211,200010100000,chr12:53277891-53279703,chr12:52536769-52538312,chr12:53440221-53443143,chr12:52765619-52767460
2211,200010100000,chr12:53277891-53279703,chr12:52536769-52538312,chr12:52606536-52608297,chr12:52765619-52767460
3322,000020001010,chr12:53277891-53279703,chr12:52536769-52538312,chr12:53373832-53375777,chr12:52765619-52767460
2211,200010100000,chr12:53277891-53279703,chr12:52720455-52722322,chr12:52536769-52538312,chr12:52765619-52767460
3221,100020000010,chr12:53277891-53279703,chr12:52549970-52551527,chr12:52536769-52538312,chr12:52765619-52767460
3221,100010101000,chr12:52606536-52608297,chr12:52536769-52538312,chr12:53373832-53375777,chr12:52765619-52767460
3221,001020001000,chr12:52606536-52608297,chr12:52720455-52722322,chr12:52536769-52538312,chr12:52765619-52767460
3322,000010102000,chr12:52606536-52608297,chr12:52549970-52551527,chr12:52536769-52538312,chr12:52765619-52767460
3221,100010101000,chr12:53440221-53443143,chr12:52536769-52538312,chr12:53373832-53375777,chr12:52765619-52767460
3221,100010101000,chr12:52720455-52722322,chr12:52536769-52538312,chr12:53373832-53375777,chr12:52765619-52767460
3333,000000003010,chr12:52549970-52551527,chr12:52536769-52538312,chr12:53373832-53375777,chr12:52765619-52767460
2211,101020000000,chr12:52720455-52722322,chr12:53258472-53260026,chr12:52536769-52538312,chr12:52765619-52767460
3322,000010102000,chr12:52720455-52722322,chr12:52549970-52551527,chr12:52536769-52538312,chr12:52765619-52767460
3221,100010101000,chr12:53258472-53260026,chr12:52549970-52551527,chr12:52536769-52538312,chr12:52765619-52767460
2211,200020000000,chr12:52606536-52608297,chr12:52536769-52538312,chr12:53373832-53375777,chr12:53440221-53443143
2211,200020000000,chr12:52606536-52608297,chr12:52536769-52538312,chr12:53373832-53375777,chr12:53277891-53279703
3221,100020001000,chr12:52606536-52608297,chr12:52720455-52722322,chr12:52536769-52538312,chr12:53373832-53375777
3322,000020002000,chr12:52606536-52608297,chr12:52549970-52551527,chr12:52536769-52538312,chr12:53373832-53375777
3221,100020001000,chr12:52606536-52608297,chr12:52720455-52722322,chr12:52536769-52538312,chr12:53258472-53260026
3333,000000004000,chr12:52606536-52608297,chr12:52720455-52722322,chr12:52549970-52551527,chr12:52536769-52538312
3221,100020001000,chr12:52606536-52608297,chr12:53258472-53260026,chr12:52549970-52551527,chr12:52536769-52538312
3221,100020001000,chr12:53277891-53279703,chr12:52536769-52538312,chr12:53373832-53375777,chr12:53440221-53443143
2211,200020000000,chr12:52720455-52722322,chr12:52536769-52538312,chr12:53373832-53375777,chr12:53440221-53443143
3221,100020001000,chr12:52549970-52551527,chr12:52536769-52538312,chr12:53373832-53375777,chr12:53440221-53443143
2211,200020000000,chr12:53277891-53279703,chr12:52720455-52722322,chr12:52536769-52538312,chr12:53373832-53375777
3221,100020001000,chr12:53277891-53279703,chr12:52549970-52551527,chr12:52536769-52538312,chr12:53373832-53375777
2211,200020000000,chr12:52720455-52722322,chr12:53258472-53260026,chr12:52536769-52538312,chr12:53373832-53375777
3322,000020002000,chr12:52720455-52722322,chr12:52549970-52551527,chr12:52536769-52538312,chr12:53373832-53375777
3221,100020001000,chr12:53258472-53260026,chr12:52549970-52551527,chr12:52536769-52538312,chr12:53373832-53375777
2211,101020000000,chr12:52720455-52722322,chr12:53258472-53260026,chr12:52536769-52538312,chr12:53108699-53110064
3322,000020002000,chr12:52720455-52722322,chr12:53258472-53260026,chr12:52549970-52551527,chr12:52536769-52538312
2211,101020000000,chr12:53258472-53260026,chr12:52549970-52551527,chr12:52536769-52538312,chr12:53108699-53110064
2211,000210100000,chr7:25198832-25200500,chr7:24329268-24330861,chr7:25137446-25138990,chr7:25108854-25110551
2211,002001100000,chr1:61508059-61509557,chr1:61313670-61315323,chr1:62317292-62320151,chr1:61444029-61445604
2211,001101100000,chr1:61508059-61509557,chr1:61313670-61315323,chr1:61444029-61445604,chr1:61918396-61919992
3111,011100000010,chr1:61508059-61509557,chr1:62317292-62320151,chr1:61444029-61445604,chr1:61918396-61919992
2211,200020000000,chr16:29711167-29712776,chr16:30042960-30044442,chr16:30016285-30017779,chr16:29702709-29704158
2211,001100200000,chr7:87045248-87047069,chr7:86865497-86867107,chr7:86555405-86557008,chr7:86941012-86942609
3111,001200000010,chr7:86543200-86544915,chr7:87045248-87047069,chr7:86865497-86867107,chr7:86555405-86557008
3221,100010010001,chr22:43385441-43386954,chr22:43485627-43487129,chr22:43057436-43058914,chr22:43262954-43264636
3111,300000000001,chr1:145506832-145508554,chr1:145455442-145458180,chr1:145588061-145590311,chr1:145420902-145422739
3111,003000000010,chr7:45299077-45300502,chr7:45193446-45195200,chr7:45217335-45218592,chr7:45893289-45894749
2211,002010100000,chr10:98969630-98971373,chr10:98094112-98095628,chr10:97776397-97777936,chr10:98134451-98136185
2211,101010100000,chr10:98969630-98971373,chr10:97776397-97777936,chr10:97453104-97454864,chr10:98134451-98136185
3221,001000201000,chr10:98969630-98971373,chr10:97776397-97777936,chr10:98155152-98156632,chr10:98134451-98136185
3221,001001101000,chr10:98969630-98971373,chr10:98831969-98833520,chr10:97776397-97777936,chr10:98134451-98136185
3221,001010100010,chr10:98969630-98971373,chr10:98270419-98271846,chr10:98155152-98156632,chr10:98134451-98136185
3322,000001101010,chr10:98969630-98971373,chr10:98831969-98833520,chr10:98155152-98156632,chr10:98134451-98136185
2211,101000200000,chr10:98969630-98971373,chr10:98129840-98131183,chr10:98155152-98156632,chr10:98270419-98271846
2211,011000200000,chr10:98969630-98971373,chr10:98831969-98833520,chr10:98155152-98156632,chr10:98270419-98271846
3322,000000110020,chr9:35954368-35955943,chr9:35902396-35903932,chr9:36008103-36009949,chr9:36022666-36024420
2211,100100200000,chr9:35954368-35955943,chr9:35902396-35903932,chr9:36008103-36009949,chr9:36328208-36329790
3221,000110100010,chr9:36165345-36167434,chr9:35954368-35955943,chr9:35902396-35903932,chr9:36008103-36009949
3221,100000200010,chr9:35954368-35955943,chr9:36008103-36009949,chr9:36328208-36329790,chr9:36022666-36024420
3333,000000001030,chr9:36165345-36167434,chr9:35954368-35955943,chr9:36008103-36009949,chr9:36022666-36024420
2211,101010100000,chr9:35954368-35955943,chr9:36247541-36249267,chr9:36008103-36009949,chr9:36328208-36329790
3221,100010100010,chr9:36165345-36167434,chr9:35954368-35955943,chr9:36008103-36009949,chr9:36328208-36329790
2211,100100200000,chr9:35954368-35955943,chr9:35902396-35903932,chr9:36328208-36329790,chr9:36022666-36024420
3221,000110100010,chr9:36165345-36167434,chr9:35954368-35955943,chr9:35902396-35903932,chr9:36022666-36024420
2211,101010100000,chr9:35954368-35955943,chr9:36247541-36249267,chr9:36328208-36329790,chr9:36022666-36024420
3221,100010100010,chr9:36165345-36167434,chr9:35954368-35955943,chr9:36328208-36329790,chr9:36022666-36024420
2211,200010100000,chr9:36165345-36167434,chr9:35954368-35955943,chr9:36247541-36249267,chr9:36328208-36329790
2211,200010100000,chr12:53277891-53279703,chr12:52549970-52551527,chr12:53440221-53443143,chr12:52765619-52767460
2211,200010100000,chr12:53277891-53279703,chr12:52549970-52551527,chr12:52606536-52608297,chr12:52765619-52767460
3322,000020001010,chr12:53277891-53279703,chr12:52549970-52551527,chr12:53373832-53375777,chr12:52765619-52767460
2211,200010100000,chr12:53277891-53279703,chr12:52549970-52551527,chr12:52720455-52722322,chr12:52765619-52767460
2211,200010100000,chr12:53277891-53279703,chr12:53258472-53260026,chr12:52549970-52551527,chr12:52765619-52767460
3221,100010101000,chr12:52606536-52608297,chr12:52549970-52551527,chr12:53373832-53375777,chr12:52765619-52767460
3221,001020001000,chr12:52606536-52608297,chr12:52549970-52551527,chr12:52720455-52722322,chr12:52765619-52767460
3111,201000001000,chr12:52606536-52608297,chr12:53258472-53260026,chr12:52549970-52551527,chr12:52765619-52767460
3221,100010101000,chr12:53440221-53443143,chr12:52549970-52551527,chr12:53373832-53375777,chr12:52765619-52767460
3221,100010101000,chr12:52720455-52722322,chr12:52549970-52551527,chr12:53373832-53375777,chr12:52765619-52767460
3221,100010101000,chr12:53258472-53260026,chr12:52549970-52551527,chr12:53373832-53375777,chr12:52765619-52767460
3221,001020001000,chr12:52720455-52722322,chr12:53258472-53260026,chr12:52549970-52551527,chr12:52765619-52767460
2211,002020000000,chr12:53258472-53260026,chr12:52549970-52551527,chr12:53108699-53110064,chr12:52765619-52767460
2211,200020000000,chr12:52606536-52608297,chr12:52549970-52551527,chr12:53373832-53375777,chr12:53440221-53443143
2211,200020000000,chr12:52606536-52608297,chr12:52549970-52551527,chr12:53373832-53375777,chr12:53277891-53279703
3221,100020001000,chr12:52606536-52608297,chr12:52549970-52551527,chr12:52720455-52722322,chr12:53373832-53375777
3111,300000001000,chr12:52606536-52608297,chr12:53258472-53260026,chr12:52549970-52551527,chr12:53373832-53375777
3322,000020002000,chr12:52606536-52608297,chr12:53258472-53260026,chr12:52549970-52551527,chr12:52720455-52722322
2211,101020000000,chr12:52606536-52608297,chr12:53258472-53260026,chr12:52549970-52551527,chr12:53108699-53110064
3221,100020001000,chr12:53277891-53279703,chr12:52549970-52551527,chr12:53373832-53375777,chr12:53440221-53443143
2211,200020000000,chr12:52720455-52722322,chr12:52549970-52551527,chr12:53373832-53375777,chr12:53440221-53443143
2211,200020000000,chr12:53258472-53260026,chr12:52549970-52551527,chr12:53373832-53375777,chr12:53440221-53443143
2211,200020000000,chr12:53277891-53279703,chr12:52549970-52551527,chr12:52720455-52722322,chr12:53373832-53375777
2211,200020000000,chr12:53277891-53279703,chr12:53258472-53260026,chr12:52549970-52551527,chr12:53373832-53375777
3221,100020001000,chr12:52720455-52722322,chr12:53258472-53260026,chr12:52549970-52551527,chr12:53373832-53375777
2211,101020000000,chr12:53258472-53260026,chr12:52549970-52551527,chr12:53108699-53110064,chr12:53373832-53375777
3221,001020001000,chr12:52720455-52722322,chr12:53258472-53260026,chr12:52549970-52551527,chr12:53108699-53110064
3221,100020000010,chr5:54467239-54468904,chr5:54702323-54703809,chr5:54986982-54988614,chr5:54521663-54523959
3111,200100001000,chr3:196245411-196247016,chr3:195979775-195981432,chr3:195585583-195587132,chr3:196212522-196214040
2211,101010100000,chr11:1567258-1569140,chr11:1673281-1674842,chr11:1594899-1596876,chr11:1853057-1854570
2211,200020000000,chr12:110989153-110990955,chr12:111325292-111326821,chr12:110886942-110888908,chr12:111263880-111265542
2211,100110100000,chr19:49600385-49602074,chr19:49710651-49712446,chr19:49338374-49339971,chr19:49290744-49292383
2211,001110100000,chr19:49600385-49602074,chr19:49345302-49346894,chr19:49710651-49712446,chr19:49290744-49292383
2211,200010100000,chr19:49338374-49339971,chr19:49710651-49712446,chr19:49290744-49292383,chr19:49297756-49299605
3111,201000000010,chr19:49338374-49339971,chr19:49345302-49346894,chr19:49710651-49712446,chr19:49290744-49292383
2211,200000200000,chr19:49345302-49346894,chr19:49710651-49712446,chr19:49290744-49292383,chr19:49297756-49299605
2211,002000200000,chr7:142245621-142247196,chr7:142147614-142149137,chr7:142339503-142341123,chr7:142490349-142492141
3111,102000000010,chr7:142245621-142247196,chr7:142115011-142116559,chr7:142339503-142341123,chr7:142490349-142492141
3221,001000200010,chr7:142245621-142247196,chr7:142339503-142341123,chr7:142490349-142492141,chr7:142508168-142509760
2211,002000200000,chr7:142245621-142247196,chr7:142563497-142564926,chr7:142339503-142341123,chr7:142490349-142492141
3221,100000200010,chr7:142115011-142116559,chr7:142339503-142341123,chr7:142490349-142492141,chr7:142508168-142509760
2211,101000200000,chr7:142115011-142116559,chr7:142563497-142564926,chr7:142339503-142341123,chr7:142490349-142492141
3221,001000200010,chr7:142563497-142564926,chr7:142339503-142341123,chr7:142490349-142492141,chr7:142508168-142509760
2222,000020200000,chr19:49338374-49339971,chr19:49345302-49346894,chr19:49290744-49292383,chr19:49297756-49299605
2211,200020000000,chr15:51424477-51426099,chr15:51484097-51485856,chr15:51672660-51675834,chr15:51578455-51579933
3111,101100000010,chr3:150863238-150865032,chr3:150245695-150247369,chr3:150438372-150440165,chr3:150642858-150644352
2211,200020000000,chr15:74419116-74420963,chr15:75062833-75064350,chr15:75279776-75281415,chr15:75127000-75128658
2211,200020000000,chr15:74419116-74420963,chr15:74264628-74266264,chr15:75062833-75064350,chr15:75127000-75128658
2211,200020000000,chr15:74419116-74420963,chr15:74345745-74347398,chr15:75062833-75064350,chr15:75127000-75128658
2211,200020000000,chr15:74419116-74420963,chr15:75062833-75064350,chr15:74587690-74589029,chr15:75127000-75128658
3221,100020000001,chr1:44411276-44413186,chr1:43994094-43995731,chr1:44399319-44401496,chr1:44228458-44230248
2211,101000200000,chr1:85069160-85071221,chr1:84370434-84371908,chr1:84587655-84589498,chr1:84396785-84398343
3221,001010010010,chr1:85069160-85071221,chr1:84898775-84900432,chr1:84587655-84589498,chr1:84396785-84398343
3221,001010100001,chr1:85069160-85071221,chr1:84898775-84900432,chr1:84370434-84371908,chr1:84396785-84398343
2211,101000110000,chr1:85069160-85071221,chr1:84898775-84900432,chr1:84587655-84589498,chr1:84370434-84371908
2211,100100200000,chr17:25936125-25937507,chr17:26131868-26133636,chr17:26206419-26207998,chr17:26083217-26084673
2222,000010030000,chr16:56822752-56824193,chr16:56826863-56828608,chr16:56984662-56986070,chr16:56610349-56611924
3221,000120000001,chr16:56822752-56824193,chr16:56984662-56986070,chr16:56610349-56611924,chr16:56735197-56737011
3221,000110011000,chr16:56822752-56824193,chr16:56826863-56828608,chr16:56735197-56737011,chr16:56610349-56611924
2211,100110010000,chr16:56826863-56828608,chr16:56984662-56986070,chr16:56610349-56611924,chr16:56735197-56737011
3333,000000002110,chr17:38596704-38598251,chr17:38518332-38519672,chr17:38715859-38717446,chr17:38688871-38690607
3322,000010012000,chr12:53720696-53722173,chr12:53738380-53739950,chr12:53814589-53816298,chr12:53717922-53719426
2211,200010100000,chr10:104342804-104344498,chr10:103988920-103990741,chr10:104262166-104264322,chr10:104158531-104160190
2211,001120000000,chr20:49334103-49335391,chr20:49204096-49205655,chr20:49360535-49362005,chr20:49241912-49243595
2211,001120000000,chr20:49329640-49331147,chr20:49204096-49205655,chr20:49360535-49362005,chr20:49241912-49243595
3111,201000000010,chr10:97776397-97777936,chr10:98094112-98095628,chr10:97453104-97454864,chr10:98134451-98136185
2211,002010100000,chr10:97776397-97777936,chr10:98094112-98095628,chr10:97453104-97454864,chr10:97600936-97602636
2211,101010100000,chr10:97776397-97777936,chr10:97453104-97454864,chr10:98155152-98156632,chr10:98134451-98136185
2211,110010100000,chr10:97776397-97777936,chr10:98831969-98833520,chr10:97453104-97454864,chr10:98134451-98136185
2211,101010100000,chr10:97776397-97777936,chr10:97453104-97454864,chr10:97600936-97602636,chr10:98134451-98136185
3111,101100001000,chr12:6074528-6076048,chr12:6176261-6177545,chr12:6393513-6395235,chr12:6304187-6306023
2211,001110100000,chr12:6074528-6076048,chr12:6176261-6177545,chr12:6146664-6148191,chr12:6393513-6395235
2211,002010100000,chr22:23300740-23302453,chr22:23623427-23625038,chr22:23520103-23521601,chr22:23718043-23719461
3221,000100200001,chr13:108879516-108881087,chr13:108974032-108975500,chr13:109546906-109550229,chr13:109160122-109161485
3322,000000201010,chr7:101083168-101084611,chr7:101006649-101008161,chr7:101053985-101055421,chr7:101150396-101152028
3221,100010101000,chr19:45996194-45997704,chr19:46184049-46185865,chr19:46144781-46147222,chr19:45987910-45989941
3322,000000112000,chr19:45996194-45997704,chr19:46184049-46185865,chr19:46026185-46027919,chr19:46144781-46147222
2211,002010010000,chr19:45996194-45997704,chr19:46184049-46185865,chr19:46026185-46027919,chr19:46061088-46062606
3221,100010011000,chr19:46184049-46185865,chr19:46026185-46027919,chr19:46144781-46147222,chr19:45987910-45989941
3221,001020000001,chr19:46184049-46185865,chr19:46026185-46027919,chr19:46144781-46147222,chr19:46061088-46062606
2211,100110010000,chr12:6726263-6727803,chr12:6887437-6889147,chr12:6844235-6845946,chr12:6776172-6777529
