from_name,to_name,from_broad_state,to_broad_state
chr10:123813007-123814518,chr10:123871529-123873511,active,active
chr15:71184257-71186220,chr15:71303200-71305178,active,active
chr2:226147036-226148601,chr2:226524663-226526146,repressed,repressed
chr2:225866244-225867788,chr2:226524663-226526146,repressed,repressed
chr2:206640015-206641654,chr2:206789814-206791645,repressed,poised
chr17:33497910-33499697,chr17:34073927-34075577,weak,active
chr17:33497910-33499697,chr17:33865887-33867383,weak,active
chr11:75038852-75040672,chr11:75308180-75309677,weak,repressed
chr17:19265443-19267337,chr17:19349737-19351289,active,active
chr17:19265443-19267337,chr17:19372144-19373519,active,repressed
chr17:19265443-19267337,chr17:19416477-19418448,active,repressed
chr1:11705214-11706636,chr1:11779262-11780813,repressed,active
chr3:81630549-81632024,chr3:82181550-82183136,weak,repressed
chr5:34474034-34475582,chr5:35201891-35203472,repressed,repressed
chr15:45454456-45456202,chr15:45489964-45491946,active,active
chr3:111830065-111831772,chr3:112237675-112239210,weak,repressed
chr18:9611565-9613230,chr18:9682789-9684980,weak,active
chr8:134220815-134222424,chr8:134461133-134462672,repressed,active
chr8:134220815-134222424,chr8:134467443-134468861,repressed,weak
chr8:134220815-134222424,chr8:134465028-134466515,repressed,active
chr5:78428250-78430493,chr5:78495836-78497514,active,weak
chr5:78428250-78430493,chr5:78551288-78552661,active,weak
chr14:34144706-34146275,chr14:34261316-34262856,active,active
chr2:173457901-173459327,chr2:173574601-173576284,weak,repressed
chr2:173348390-173350019,chr2:173574601-173576284,weak,repressed
chr2:173457901-173459327,chr2:173670467-173672244,weak,repressed
chr16:66641731-66643493,chr16:66901158-66902601,weak,repressed
chr16:66785118-66786646,chr16:66901158-66902601,active,repressed
chr22:43016902-43018409,chr22:43175553-43177145,active,repressed
chr15:92249017-92250710,chr15:92395224-92397227,active,active
chr1:22746341-22747836,chr1:22967922-22969476,repressed,repressed
chr1:22742485-22744010,chr1:22967922-22969476,active,repressed
chr15:56285241-56287214,chr15:56389780-56391437,active,active
chr19:45942005-45943973,chr19:45987910-45989941,active,active
chr19:45841329-45842838,chr19:45987910-45989941,active,active
chr15:52180014-52182054,chr15:52197340-52200685,active,active
chr1:240114119-240117016,chr1:240854690-240856367,repressed,repressed
chr1:240114119-240117016,chr1:240149760-240151400,repressed,repressed
chr3:116333101-116334499,chr3:116476445-116478046,repressed,repressed
chr3:115858361-115859865,chr3:116476445-116478046,repressed,repressed
chr18:49193741-49195505,chr18:49814019-49815661,repressed,repressed
chr10:49570952-49572705,chr10:49713868-49715520,repressed,repressed
chr9:21325967-21327628,chr9:21395645-21396876,weak,repressed
chr19:11247784-11249454,chr19:11353291-11354990,active,active
chr8:84312102-84313654,chr8:84736809-84738102,repressed,repressed
chr1:115817270-115818753,chr1:116087897-116089837,repressed,active
chr3:24305595-24307308,chr3:24537345-24538975,repressed,active
chr8:26527482-26529118,chr8:27061946-27063553,repressed,repressed
chr1:24527754-24529398,chr1:24711026-24712628,active,active
chr7:55500344-55501833,chr7:55660879-55662356,weak,repressed
chr7:92874228-92875928,chr7:93179734-93181629,weak,repressed
chr7:93071449-93073138,chr7:93179734-93181629,repressed,repressed
chr20:31377309-31378936,chr20:31481259-31482980,weak,repressed
chr2:164047326-164048875,chr2:164917089-164918544,repressed,repressed
chr11:122666032-122667699,chr11:122723998-122725643,repressed,repressed
chr1:36033992-36035413,chr1:36191784-36193391,weak,weak
chr1:35916118-35917648,chr1:36191784-36193391,active,weak
chr1:36033992-36035413,chr1:36180472-36181968,weak,weak
chr17:1623533-1624959,chr17:1686753-1688201,active,active
chr17:1531631-1534211,chr17:1686753-1688201,active,active
chr3:49576470-49578175,chr3:49708372-49710271,active,weak
chr3:49491331-49492882,chr3:49708372-49710271,weak,weak
chr3:134318830-134320730,chr3:135222183-135223604,repressed,poised
chr3:134513171-134514574,chr3:135222183-135223604,repressed,poised
chr1:206634594-206636172,chr1:206662715-206664497,weak,weak
chr18:77138491-77139838,chr18:78015205-78016609,repressed,repressed
chr18:77915117-77916532,chr18:78015205-78016609,repressed,repressed
chr10:95572593-95574286,chr10:95617953-95619748,weak,repressed
chr10:95574616-95576825,chr10:95617953-95619748,weak,repressed
chr2:11272148-11273765,chr2:11586213-11587963,active,active
chr2:11272148-11273765,chr2:11557566-11559006,active,repressed
chr20:57444722-57446277,chr20:57828252-57829696,repressed,repressed
chr4:88953992-88955549,chr4:89139592-89141122,repressed,repressed
chr5:65534347-65535744,chr5:66052342-66053975,repressed,repressed
chr9:117423817-117425320,chr9:117500410-117502071,repressed,weak
chr20:43375306-43377537,chr20:43428483-43429915,active,repressed
chr20:43375306-43377537,chr20:43413985-43415360,active,repressed
chr15:89749457-89751092,chr15:89842570-89844130,active,active
chr15:89749457-89751092,chr15:89835763-89837086,active,active
chr6:142467202-142469078,chr6:142708789-142710372,active,repressed
chr20:52835705-52837280,chr20:53262635-53264263,weak,repressed
chr20:52823566-52825072,chr20:53262635-53264263,active,repressed
chr3:13698717-13700268,chr3:13926166-13927861,active,repressed
chr17:697555-698946,chr17:883692-885383,weak,active
chr9:129976004-129977771,chr9:130265610-130267217,repressed,weak
chr14:63854804-63856532,chr14:64236348-64237819,active,repressed
chr5:20971951-20973547,chr5:21390750-21392624,active,repressed
chr5:20971951-20973547,chr5:21458801-21460211,active,active
chr5:174336743-174338144,chr5:174377588-174379035,active,repressed
chr21:42654614-42656092,chr21:42831970-42833418,repressed,repressed
chr21:42654614-42656092,chr21:43030070-43031410,repressed,repressed
chr14:21534520-21537465,chr14:21603468-21605150,repressed,weak
chr14:21574324-21576257,chr14:21603468-21605150,active,weak
chr14:21534520-21537465,chr14:21574324-21576257,repressed,active
chr14:21507664-21509183,chr14:21574324-21576257,repressed,active
chr18:5867588-5869133,chr18:6481858-6483636,repressed,active
chr18:5867588-5869133,chr18:6542772-6544202,repressed,repressed
chr11:72435514-72437300,chr11:72503891-72505943,weak,active
chr11:72435514-72437300,chr11:72541973-72543471,weak,active
chr1:40608974-40610668,chr1:40869813-40871443,active,repressed
chr1:40780353-40781800,chr1:40869813-40871443,active,repressed
chr2:167217244-167218875,chr2:167240664-167242108,repressed,repressed
chr20:30409993-30411685,chr20:30439992-30441633,active,repressed
chr15:34353478-34355005,chr15:34401695-34403415,active,active
chr3:51535377-51536965,chr3:51671215-51673107,weak,active
chr19:16824979-16826486,chr19:16881785-16883316,repressed,active
chr1:178510933-178513175,chr1:178721801-178723454,active,repressed
chr1:178510933-178513175,chr1:178742863-178744673,active,weak
chr10:119201867-119203443,chr10:119221292-119222995,active,active
chr10:125332177-125333645,chr10:126077212-126078777,repressed,active
chr6:151968674-151969970,chr6:152588854-152590286,repressed,repressed
chr17:10198520-10199942,chr17:10517389-10518775,repressed,repressed
chr2:89038917-89040560,chr2:89218266-89219752,weak,repressed
chr7:33755529-33757242,chr7:33971824-33973454,repressed,repressed
chr7:33498342-33500090,chr7:33971824-33973454,repressed,repressed
chr3:50652842-50654316,chr3:51137087-51138640,active,repressed
chr6:108297811-108299336,chr6:108370313-108372042,repressed,weak
chr6:137166609-137168092,chr6:137414818-137416469,weak,repressed
chr16:75822521-75824057,chr16:76686804-76688282,repressed,repressed
chr6:52280755-52282396,chr6:52527771-52529658,active,active
chr6:52516320-52517835,chr6:52527771-52529658,repressed,active
chr9:124224659-124226280,chr9:124259887-124261359,repressed,poised
chr1:216922889-216924328,chr1:217919804-217921655,repressed,repressed
chr17:2285309-2286961,chr17:2318675-2320294,weak,weak
chr17:2255824-2257593,chr17:2318675-2320294,weak,weak
chr10:69425623-69427105,chr10:69538798-69540608,repressed,weak
chr1:167236522-167238053,chr1:167311502-167312989,weak,repressed
chr8:111059326-111060799,chr8:111844101-111845489,repressed,repressed
chr4:83383019-83384727,chr4:83520004-83521340,weak,repressed
chr4:83383019-83384727,chr4:83659692-83661514,weak,repressed
chr6:1603906-1605457,chr6:2195688-2197309,active,weak
chr9:79781607-79783177,chr9:79830289-79831771,repressed,weak
chr2:120164670-120166205,chr2:120398489-120400057,repressed,repressed
chr3:173128987-173130342,chr3:173270955-173272510,repressed,repressed
chr13:27979818-27981293,chr13:28403559-28405012,repressed,active
chr5:135222438-135224116,chr5:135280057-135281780,repressed,repressed
chr13:26758268-26759731,chr13:27070190-27071704,repressed,repressed
chr7:119574960-119576430,chr7:120194480-120195959,repressed,repressed
chr1:182569763-182571465,chr1:183249743-183251745,weak,active
chr10:64976259-64977988,chr10:65526730-65528278,weak,repressed
chr10:65478951-65480851,chr10:65526730-65528278,weak,repressed
chr6:134158231-134160150,chr6:134236940-134238666,active,weak
chr6:133874045-133875687,chr6:134236940-134238666,repressed,weak
chr18:34336491-34338001,chr18:34388909-34390437,repressed,weak
chr17:46258555-46259875,chr17:46336478-46339500,repressed,repressed
chr6:10954215-10955676,chr6:11068490-11070164,repressed,weak
chr1:91747674-91749185,chr1:91866874-91868462,repressed,repressed
chr1:36981411-36982823,chr1:37899342-37901052,repressed,repressed
chr22:40832315-40833831,chr22:40919990-40922287,repressed,repressed
chr10:30286701-30288351,chr10:30529478-30531284,repressed,repressed
chr5:94303607-94305828,chr5:94574087-94575571,repressed,repressed
chr1:15454421-15455966,chr1:15598314-15600028,repressed,active
chr1:15480053-15481460,chr1:15598314-15600028,active,active
chr5:34485607-34487334,chr5:34522641-34524265,repressed,weak
chr15:85141690-85143233,chr15:85586860-85588439,active,active
chr5:40904046-40905724,chr5:41117835-41119149,repressed,repressed
chr5:40904046-40905724,chr5:41269796-41271582,repressed,repressed
chr12:54425687-54427454,chr12:54613370-54614740,repressed,active
chr3:189369355-189370655,chr3:189665577-189667382,repressed,repressed
chr10:115464255-115465809,chr10:115558761-115560322,weak,repressed
chr1:62415502-62416965,chr1:62600748-62602247,repressed,repressed
chr6:152872957-152874813,chr6:153184408-153186015,repressed,repressed
chr5:99814017-99815805,chr5:100725511-100726996,repressed,repressed
chr5:99814017-99815805,chr5:99958880-99960367,repressed,repressed
chr1:152932692-152933932,chr1:153162351-153163755,repressed,repressed
chr1:153004823-153006371,chr1:153162351-153163755,repressed,repressed
chr11:112160151-112161816,chr11:112324461-112325784,active,repressed
chr15:57958861-57960475,chr15:58024175-58025667,active,active
chr15:57958861-57960475,chr15:58407332-58408819,active,active
chr8:55081331-55082787,chr8:55343684-55345215,weak,repressed
chr2:210198525-210200197,chr2:210420547-210422194,repressed,repressed
chr2:210198525-210200197,chr2:210825205-210826709,repressed,repressed
chr15:63339421-63341390,chr15:63580215-63582077,active,active
chr8:38327160-38328684,chr8:38578282-38579952,repressed,active
chr16:77633217-77634514,chr16:77693821-77695239,repressed,repressed
chr16:77617412-77619233,chr16:77693821-77695239,repressed,repressed
chr2:147839761-147841527,chr2:148088998-148090483,repressed,repressed
chr2:147684170-147685818,chr2:148088998-148090483,repressed,repressed
chr2:147839761-147841527,chr2:148667818-148669571,repressed,repressed
chr2:147684170-147685818,chr2:148667818-148669571,repressed,repressed
chr17:66736452-66737825,chr17:66767496-66768921,repressed,active
chr2:101804617-101806024,chr2:101833798-101835318,repressed,repressed
chr9:89101457-89103354,chr9:89562755-89564291,weak,active
chr7:23902076-23903875,chr7:24329268-24330861,active,weak
chr7:54840835-54842781,chr7:54906697-54908216,active,active
chr7:54840835-54842781,chr7:55317421-55318872,active,active
chr17:53069873-53071600,chr17:53433511-53435064,repressed,repressed
chr17:53069873-53071600,chr17:53590630-53592298,repressed,repressed
chr17:53433511-53435064,chr17:53590630-53592298,repressed,repressed
chr17:53069873-53071600,chr17:53425550-53427052,repressed,repressed
chr17:53372775-53374226,chr17:53425550-53427052,repressed,repressed
chr17:53069873-53071600,chr17:53372775-53374226,repressed,repressed
chr2:238073522-238075380,chr2:238318143-238319641,repressed,repressed
chr2:238030060-238032060,chr2:238318143-238319641,repressed,repressed
chr11:46410052-46411847,chr11:46638462-46640436,active,active
chr2:84722108-84723656,chr2:85108373-85110531,weak,active
chr7:72755982-72757423,chr7:72865475-72867110,weak,active
chr17:15731424-15733180,chr17:15901150-15902979,repressed,active
chr12:65189305-65191048,chr12:65284071-65285576,weak,repressed
chr17:34273509-34274993,chr17:34302503-34303883,active,repressed
chr17:34273509-34274993,chr17:34295965-34297612,active,repressed
chr1:62547707-62549457,chr1:62609199-62610912,repressed,repressed
chr13:97761495-97763136,chr13:97864425-97866010,active,weak
chr14:39576027-39577715,chr14:39836992-39838689,weak,weak
chr2:27183888-27185488,chr2:27320945-27322448,poised,repressed
chr18:18774576-18776253,chr18:19023777-19025304,repressed,weak
chr18:18774576-18776253,chr18:19191520-19193103,repressed,active
chr4:95224884-95226405,chr4:95311389-95312923,repressed,repressed
chr3:71055486-71057118,chr3:71634986-71636858,repressed,weak
chr8:115856958-115859755,chr8:116088103-116089960,repressed,active
chr14:67893279-67894922,chr14:68037301-68038939,active,weak
chr10:105176042-105177516,chr10:105241177-105242580,active,weak
chr3:168850380-168852111,chr3:169379202-169381927,repressed,active
chr3:168758819-168760546,chr3:169379202-169381927,weak,active
chr20:411448-413240,chr20:625500-627271,weak,active
chr1:113351314-113352802,chr1:113422841-113424486,weak,repressed
chr4:150931068-150932683,chr4:151218394-151220018,repressed,repressed
chr1:120155855-120157362,chr1:120286124-120287614,repressed,active
chr2:201440140-201441616,chr2:201482762-201484137,weak,weak
chr6:45897622-45899253,chr6:46386714-46388323,weak,repressed
chr6:45897622-45899253,chr6:46057303-46058828,weak,repressed
chr2:45870239-45871812,chr2:46004750-46006712,active,active
chr6:11093202-11095397,chr6:11143558-11145665,active,active
chr8:25026890-25028848,chr8:25332726-25334076,active,active
chr8:25026890-25028848,chr8:25366808-25368216,active,weak
chr7:123322119-123323824,chr7:123504775-123506536,active,repressed
chr7:123437166-123438960,chr7:123504775-123506536,active,repressed
chr16:11500725-11502231,chr16:11625434-11626932,repressed,repressed
chr1:154506180-154507690,chr1:154641446-154643204,repressed,repressed
chr2:234312233-234313920,chr2:234619500-234620957,active,weak
chr7:121732417-121733965,chr7:122172251-122173672,repressed,repressed
chr5:316711-318112,chr5:337247-338838,weak,weak
chr5:37836972-37838425,chr5:38192476-38194284,repressed,repressed
chr5:37412383-37414055,chr5:38192476-38194284,weak,repressed
chr1:234249684-234251429,chr1:234289875-234291405,active,repressed
chr11:3845316-3846839,chr11:3862004-3863920,weak,active
chr7:93531557-93533120,chr7:93716345-93718092,repressed,repressed
chr5:45037919-45039569,chr5:45520480-45522264,repressed,repressed
chr5:169128322-169129699,chr5:169406758-169408620,weak,repressed
chr20:44001546-44003457,chr20:44084667-44086159,active,repressed
chr2:178199071-178200738,chr2:178280285-178281776,weak,weak
chr2:178199071-178200738,chr2:178588599-178590403,weak,repressed
chr1:186574236-186576005,chr1:186651226-186652781,active,active
chr7:35956115-35957520,chr7:36024079-36025911,repressed,repressed
chr4:122821045-122822568,chr4:123497416-123499889,repressed,repressed
chr2:43357729-43359622,chr2:43395643-43398155,active,active
chr15:48403959-48405376,chr15:48577339-48578958,active,active
chr15:48279437-48281654,chr15:48577339-48578958,active,active
chr7:98637467-98638909,chr7:98909938-98911477,active,active
chr5:145670430-145671980,chr5:145806073-145807658,weak,repressed
chr5:145509378-145510959,chr5:145806073-145807658,active,repressed
chr1:221436559-221438259,chr1:221608188-221609698,weak,active
chr1:201846452-201847851,chr1:201941149-201942728,active,weak
chr1:201761536-201763171,chr1:201941149-201942728,active,weak
chr6:123051434-123052904,chr6:123158706-123161528,repressed,repressed
chr9:90292947-90294479,chr9:90625796-90627181,repressed,repressed
chr1:245241673-245243279,chr1:245315697-245317191,repressed,active
chr7:75806689-75808421,chr7:75920189-75922138,active,active
chr12:31555264-31556979,chr12:31788923-31790505,weak,weak
chr12:31424175-31425700,chr12:31788923-31790505,weak,weak
chr12:31555264-31556979,chr12:31834452-31836300,weak,active
chr20:13099615-13101151,chr20:13282734-13284193,repressed,repressed
chr17:7646156-7647874,chr17:7684908-7686498,weak,weak
chr8:95579231-95580789,chr8:95725122-95726575,repressed,repressed
chr20:46291902-46293432,chr20:46306012-46307566,weak,repressed
chr19:47786997-47788464,chr19:47851421-47853290,repressed,active
chr19:47798753-47800311,chr19:47851421-47853290,repressed,active
chr2:128348487-128349970,chr2:128406660-128408390,repressed,active
chr2:128236246-128237787,chr2:128406660-128408390,weak,active
chr10:32479168-32480803,chr10:32634258-32636113,weak,active
chr10:32544989-32546541,chr10:32634258-32636113,weak,active
chr18:52337931-52339489,chr18:52649619-52651275,repressed,weak
chr10:113515485-113517392,chr10:113896558-113898107,active,active
chr4:83642459-83643903,chr4:83722527-83723962,repressed,repressed
chr8:91513021-91514870,chr8:91959865-91961495,repressed,repressed
chr5:138597583-138599312,chr5:138737760-138740091,repressed,active
chr1:70598041-70599482,chr1:70975117-70976610,active,weak
chr3:159545743-159547943,chr3:159601972-159603544,weak,repressed
chr1:54325927-54327746,chr1:54546693-54548222,weak,weak
chr14:31448767-31450226,chr14:31550385-31552166,weak,active
chr8:137943506-137945080,chr8:138346251-138347939,weak,active
chr3:160370861-160372194,chr3:160402463-160405719,repressed,repressed
chr3:161226159-161227580,chr3:161276613-161279082,repressed,repressed
chr6:155188697-155190091,chr6:155248854-155250520,repressed,repressed
chr6:154996076-154997829,chr6:155188697-155190091,repressed,repressed
chr12:53720696-53722173,chr12:53844801-53847430,weak,active
chr5:43630889-43632421,chr5:44331791-44333572,active,repressed
chr20:50928052-50929657,chr20:50995622-50997250,repressed,repressed
chr14:93152662-93154092,chr14:93180380-93181987,active,active
chr2:175326810-175328403,chr2:175564217-175565617,repressed,repressed
chr2:175442140-175443710,chr2:175564217-175565617,repressed,repressed
chr1:177916852-177918398,chr1:178000334-178001916,repressed,repressed
chr19:549546-550915,chr19:583858-585261,repressed,weak
chr15:41197863-41199467,chr15:41476484-41478050,active,active
chr15:41195447-41197118,chr15:41476484-41478050,active,active
chr5:159625695-159627437,chr5:159817502-159819088,active,repressed
chr5:159771742-159773278,chr5:159817502-159819088,active,repressed
chr5:159625695-159627437,chr5:159771742-159773278,active,active
chr2:201769876-201771336,chr2:202041294-202043076,weak,repressed
chr11:104817173-104818679,chr11:105731499-105734413,weak,repressed
chr9:35115813-35117934,chr9:35476656-35478131,active,repressed
chr19:33616161-33617857,chr19:33674501-33676078,weak,active
chr19:33616161-33617857,chr19:33725583-33727142,weak,active
chr19:33667331-33669455,chr19:33725583-33727142,active,active
chr22:28275419-28277734,chr22:28404764-28406372,weak,repressed
chr12:112382527-112384100,chr12:112450024-112451809,repressed,active
chr8:41558625-41560256,chr8:41801117-41803225,active,weak
chr3:100034855-100036638,chr3:100308608-100310428,weak,active
chr11:93904282-93905960,chr11:94150002-94151481,repressed,weak
chr10:79970761-79972257,chr10:80365077-80366549,repressed,repressed
chr8:62155848-62157648,chr8:62379554-62382212,repressed,repressed
chr17:27011460-27012928,chr17:27053087-27055056,active,active
chr9:21325967-21327628,chr9:21433911-21435340,weak,repressed
chr3:41934664-41936455,chr3:42140667-42142212,repressed,weak
chr6:107453057-107454799,chr6:107638581-107640274,active,repressed
chr5:179553237-179554873,chr5:179719766-179721560,weak,active
chr1:71150430-71151795,chr1:71515130-71516679,repressed,repressed
chr14:22179016-22180517,chr14:22202214-22203719,repressed,repressed
chr16:84544310-84545900,chr16:84758971-84760601,active,active
chr16:84539394-84540877,chr16:84758971-84760601,active,active
chr5:90097973-90100103,chr5:90161523-90163138,repressed,weak
chr5:90097973-90100103,chr5:90795196-90796875,repressed,repressed
chr11:90020695-90022347,chr11:90980751-90982320,repressed,repressed
chr8:24101893-24103424,chr8:24276198-24277686,repressed,active
chr3:100455610-100457120,chr3:101099923-101101536,active,repressed
chr3:100914258-100915864,chr3:101099923-101101536,weak,repressed
chr11:61514572-61516869,chr11:61564004-61565664,active,weak
chr17:16904541-16905963,chr17:17257680-17260354,active,weak
chr2:69786223-69787861,chr2:69951132-69952926,repressed,active
chr3:4391784-4393589,chr3:4752469-4753989,weak,active
chr11:33383302-33384906,chr11:33829164-33830724,active,repressed
chr1:211642755-211644404,chr1:211827899-211829535,active,active
chr2:61885458-61887336,chr2:62019792-62021295,active,repressed
chr5:92932143-92933782,chr5:93421849-93423119,active,repressed
chr5:92932143-92933782,chr5:93136099-93138125,active,active
chr10:98524804-98526321,chr10:98783571-98786286,repressed,active
chr10:45503239-45505093,chr10:45730053-45731786,repressed,repressed
chr10:45427556-45429148,chr10:45503239-45505093,repressed,repressed
chr11:29453672-29455357,chr11:30163762-30165598,repressed,repressed
chr11:29453672-29455357,chr11:30367051-30368728,repressed,repressed
chr1:87245870-87247450,chr1:87298608-87300260,weak,repressed
chr18:60305038-60306574,chr18:60381463-60383043,repressed,active
chr18:60252944-60254371,chr18:60381463-60383043,weak,active
chr5:31825009-31826661,chr5:31854538-31856589,weak,active
chr16:66928398-66930079,chr16:66987357-66988932,repressed,weak
chr16:66928398-66930079,chr16:66980428-66982058,repressed,weak
chr18:21391904-21393454,chr18:21497702-21499385,weak,weak
chr9:347177-348629,chr9:1008487-1009941,repressed,repressed
chr9:805975-807519,chr9:1008487-1009941,repressed,repressed
chr14:32394530-32397351,chr14:32937722-32939764,active,active
chr14:32723502-32724929,chr14:32937722-32939764,weak,active
chr8:24762836-24764528,chr8:24834554-24836409,repressed,repressed
chr8:24762836-24764528,chr8:24921374-24924036,repressed,weak
chr8:24834554-24836409,chr8:24921374-24924036,repressed,weak
chr17:38775685-38777126,chr17:38959044-38960811,active,weak
chr3:112769361-112771058,chr3:113212291-113214954,active,weak
chr3:112769361-112771058,chr3:112854376-112855968,active,repressed
chr1:21694385-21695908,chr1:21984745-21986672,active,active
chr1:21921431-21922935,chr1:21984745-21986672,weak,active
chr1:21899938-21901482,chr1:21984745-21986672,weak,active
chr4:169844221-169845759,chr4:170486742-170488433,active,weak
chr4:169945436-169946791,chr4:170486742-170488433,repressed,weak
chr11:30367051-30368728,chr11:30938738-30940427,repressed,repressed
chr11:112458361-112459818,chr11:112665366-112666799,repressed,repressed
chr21:29423299-29425085,chr21:29707886-29710563,repressed,repressed
chr21:29072522-29074476,chr21:29707886-29710563,repressed,repressed
chr19:8763383-8764984,chr19:8804083-8805476,active,repressed
chr16:70562591-70564207,chr16:70687027-70688618,weak,active
chr4:175684614-175686132,chr4:176457402-176458973,repressed,repressed
chr9:87011421-87013040,chr9:87395809-87397245,repressed,repressed
chr3:114758776-114760564,chr3:114810308-114812292,weak,weak
chr3:185694544-185696176,chr3:186332108-186333566,active,active
chr15:72491513-72493025,chr15:72634254-72635594,active,active
chr6:155497890-155499474,chr6:155568964-155570448,repressed,repressed
chr6:155495343-155496713,chr6:155568964-155570448,repressed,repressed
chr13:40642830-40644253,chr13:41256479-41258069,repressed,repressed
chr13:40516299-40518028,chr13:41256479-41258069,repressed,repressed
chr13:101796585-101798136,chr13:102593245-102595281,repressed,repressed
chr13:101796585-101798136,chr13:102166314-102168045,repressed,weak
chr1:170658150-170659549,chr1:170850582-170851994,repressed,repressed
chr6:13794765-13796295,chr6:14066278-14068006,weak,weak
chr4:107290020-107291575,chr4:107729712-107731260,repressed,repressed
chr12:106620005-106621495,chr12:106675585-106677114,active,repressed
chr12:106617365-106618824,chr12:106675585-106677114,active,repressed
chr15:60016258-60018227,chr15:60209046-60210610,active,active
chr13:34505035-34506606,chr13:34650696-34652189,repressed,weak
chr14:51420959-51423352,chr14:51685666-51687557,active,repressed
chr14:51243946-51245584,chr14:51685666-51687557,weak,repressed
chr17:17257680-17260354,chr17:17399172-17401273,weak,active
chr14:60431168-60432686,chr14:60649988-60652034,repressed,active
chr8:87136654-87138242,chr8:87368162-87369879,repressed,weak
chr8:87100103-87101789,chr8:87368162-87369879,repressed,weak
chr6:35113518-35115114,chr6:35172179-35173671,repressed,repressed
chr5:94979434-94981171,chr5:95182073-95183747,active,weak
chr1:247535535-247536918,chr1:247739341-247740764,repressed,repressed
chr14:61091446-61092993,chr14:61491188-61492953,weak,repressed
chr14:61028329-61029912,chr14:61491188-61492953,repressed,repressed
chr7:92320345-92321753,chr7:92461445-92463870,weak,active
chr19:33725583-33727142,chr19:33897186-33898697,active,repressed
chr19:33725583-33727142,chr19:33906608-33908083,active,repressed
chr19:33725583-33727142,chr19:33920954-33922533,active,repressed
chr8:99175341-99177703,chr8:99482778-99484453,weak,repressed
chr1:168572066-168573765,chr1:169316827-169318644,weak,repressed
chr11:32344573-32346143,chr11:32355875-32357215,poised,repressed
chr8:37977517-37978996,chr8:38028491-38030166,weak,active
chr2:178582072-178583431,chr2:178636683-178638048,repressed,repressed
chr12:54094893-54096571,chr12:54136916-54138273,repressed,poised
chr12:54094893-54096571,chr12:54399165-54400746,repressed,active
chr6:114315392-114317614,chr6:114417145-114418650,weak,repressed
chr2:219136775-219138324,chr2:219156599-219158298,weak,active
chr1:182111658-182113461,chr1:182365140-182366828,repressed,repressed
chr4:40738354-40739853,chr4:40899081-40900504,repressed,active
chr12:55582069-55583864,chr12:56053051-56054709,repressed,repressed
chr16:10408084-10409611,chr16:10614904-10616462,repressed,weak
chr15:90700571-90702235,chr15:90757392-90758652,active,active
chr9:123747319-123749063,chr9:123974807-123976496,active,active
chr2:133408041-133409699,chr2:133928405-133929955,repressed,repressed
chr4:114702065-114703606,chr4:114991637-114993207,repressed,repressed
chr3:28517083-28518575,chr3:28708576-28710182,repressed,repressed
chr18:6542772-6544202,chr18:6885593-6887238,repressed,repressed
chr10:28952136-28953923,chr10:29279840-29281681,weak,weak
chr6:126316411-126318272,chr6:126491495-126492933,weak,repressed
chr5:54467239-54468904,chr5:54521663-54523959,active,active
chr5:54467239-54468904,chr5:54482532-54484232,active,repressed
chr2:15937406-15938670,chr2:16789273-16791308,repressed,active
chr22:26898342-26899822,chr22:27040606-27042167,active,active
chr10:60711854-60713494,chr10:60993996-60995697,repressed,repressed
chr22:39930171-39931668,chr22:40432000-40433597,active,repressed
chr9:36995359-36996722,chr9:37261884-37263291,active,repressed
chr20:19672766-19674326,chr20:19975425-19976922,active,weak
chr16:12667109-12668586,chr16:13310095-13311411,repressed,repressed
chr6:151334893-151336362,chr6:151655383-151656998,active,repressed
chr4:85670748-85672413,chr4:85891961-85893442,weak,repressed
chr4:85499237-85500789,chr4:85891961-85893442,repressed,repressed
chr2:100174879-100176592,chr2:100858842-100860316,repressed,repressed
chr7:5012822-5014479,chr7:5124493-5125915,active,repressed
chr7:5012822-5014479,chr7:5405112-5406551,active,weak
chr20:1088557-1089975,chr20:1193078-1194422,repressed,active
chr7:35463865-35465450,chr7:35576282-35577960,repressed,active
chr12:3181995-3183567,chr12:3244072-3245622,repressed,repressed
chr16:82296495-82298029,chr16:83248526-83249922,repressed,repressed
chr6:153184408-153186015,chr6:153268436-153270264,repressed,active
chr6:153184408-153186015,chr6:153344983-153346473,repressed,repressed
chr6:153273719-153276418,chr6:153344983-153346473,weak,repressed
chr13:27520494-27522067,chr13:27558876-27560411,weak,active
chr6:126978149-126979691,chr6:127390212-127391921,repressed,repressed
chr1:199653204-199655229,chr1:200108064-200109889,weak,repressed
chr8:141953738-141955356,chr8:142093775-142095334,weak,active
chr8:141840531-141842333,chr8:142093775-142095334,active,active
chr22:31159164-31160826,chr22:31315480-31317320,active,weak
chr4:62607112-62608374,chr4:63574798-63576219,repressed,repressed
chr13:79997595-79999196,chr13:80114762-80116594,repressed,weak
chr15:101167362-101169133,chr15:101389219-101390575,active,active
chr4:183858561-183860219,chr4:184170459-184171952,active,weak
chr4:183858561-183860219,chr4:183994164-183995964,active,repressed
chr19:9696825-9698268,chr19:9735919-9737400,weak,repressed
chr1:220163684-220165195,chr1:220390246-220392862,active,weak
chr4:138740463-138742151,chr4:138956271-138958000,repressed,weak
chr4:122113026-122114689,chr4:122228196-122229908,repressed,weak
chr12:69780647-69783092,chr12:69963972-69965557,weak,active
