motif,chromatin_motif,node1,node2,node3
211,01100100,chr17:3729917-3731402,chr17:3816407-3818106,chr17:3640391-3641926
211,11000100,chr16:27467878-27469325,chr16:27245728-27247290,chr16:27378670-27380387
211,20001000,chr6:137486468-137488078,chr6:137397085-137398639,chr6:137456630-137458143
211,00200100,chr8:72930251-72931801,chr8:73066844-73068318,chr8:72739542-72742287
222,00001110,chr8:72731512-72733071,chr8:72930251-72931801,chr8:73066844-73068318
211,11000010,chr8:72739542-72742287,chr8:73066844-73068318,chr8:72918858-72920406
211,10100100,chr8:72731512-72733071,chr8:72739542-72742287,chr8:73066844-73068318
211,11001000,chr8:72731512-72733071,chr8:73066844-73068318,chr8:72918858-72920406
211,02000100,chr15:74264628-74266264,chr15:74345745-74347398,chr15:74612497-74613935
211,02000100,chr15:74340153-74341650,chr15:74345745-74347398,chr15:74612497-74613935
211,02000100,chr15:74599547-74601116,chr15:74345745-74347398,chr15:74612497-74613935
222,00000300,chr15:74419116-74420963,chr15:74345745-74347398,chr15:74612497-74613935
222,00000300,chr15:74599547-74601116,chr15:74419116-74420963,chr15:74345745-74347398
211,02000100,chr15:74419116-74420963,chr15:74345745-74347398,chr15:74264628-74266264
211,02000100,chr15:74419116-74420963,chr15:74587690-74589029,chr15:74345745-74347398
211,02000100,chr15:74419116-74420963,chr15:75127000-75128658,chr15:74345745-74347398
211,01100100,chr6:3932544-3934485,chr6:3990501-3992145,chr6:3887097-3888499
211,00200100,chr6:3932544-3934485,chr6:3885306-3886835,chr6:3887097-3888499
211,02000100,chr17:27053087-27055056,chr17:27011460-27012928,chr17:27278880-27281409
222,00000210,chr17:27053087-27055056,chr17:27011460-27012928,chr17:27076437-27078307
211,11000100,chr12:121151092-121152632,chr12:121020474-121023004,chr12:120793761-120795427
211,11000100,chr12:121151092-121152632,chr12:121020474-121023004,chr12:121084186-121085657
211,02000100,chr15:74340153-74341650,chr15:74419116-74420963,chr15:74264628-74266264
211,02000100,chr15:74242738-74244440,chr15:74419116-74420963,chr15:74264628-74266264
222,00000300,chr15:74419116-74420963,chr15:74264628-74266264,chr15:74612497-74613935
211,02000100,chr15:74599547-74601116,chr15:74419116-74420963,chr15:74264628-74266264
211,02000100,chr15:74419116-74420963,chr15:74587690-74589029,chr15:74264628-74266264
211,02000100,chr15:74419116-74420963,chr15:75127000-75128658,chr15:74264628-74266264
211,02000100,chr15:74340153-74341650,chr15:74419116-74420963,chr15:74612497-74613935
211,02000100,chr15:74599547-74601116,chr15:74419116-74420963,chr15:74612497-74613935
211,02000100,chr15:74419116-74420963,chr15:74587690-74589029,chr15:74612497-74613935
211,02000100,chr15:74419116-74420963,chr15:75127000-75128658,chr15:74612497-74613935
211,02000100,chr15:74599547-74601116,chr15:74419116-74420963,chr15:74587690-74589029
211,02000100,chr15:74599547-74601116,chr15:74419116-74420963,chr15:75127000-75128658
211,02000100,chr15:74419116-74420963,chr15:75127000-75128658,chr15:74587690-74589029
222,00001020,chr18:55802379-55803999,chr18:55847412-55848948,chr18:55548354-55550112
211,00200010,chr18:55802379-55803999,chr18:55788436-55789980,chr18:55548354-55550112
222,00001020,chr4:75054273-75055982,chr4:75093655-75095439,chr4:75176808-75178376
211,20001000,chr1:152113757-152115563,chr1:151905696-151907633,chr1:151985548-151987064
211,20001000,chr1:151880229-151882836,chr1:151905696-151907633,chr1:151985548-151987064
211,10101000,chr1:151905696-151907633,chr1:151985548-151987064,chr1:152157503-152158974
211,11000100,chr5:101918599-101920528,chr5:102474242-102475949,chr5:102559778-102561229
211,11000100,chr5:102474242-102475949,chr5:102375930-102377768,chr5:102559778-102561229
211,20000010,chr1:202157569-202158931,chr1:202161405-202162911,chr1:202688012-202689640
211,20000010,chr1:202157569-202158931,chr1:202820730-202822301,chr1:202688012-202689640
211,10100010,chr1:202157569-202158931,chr1:202688012-202689640,chr1:202432695-202434166
211,11000010,chr1:202157569-202158931,chr1:202153214-202154695,chr1:202688012-202689640
211,02000100,chr15:76526963-76528494,chr15:76482449-76484127,chr15:76576961-76578767
211,02000100,chr15:76482449-76484127,chr15:76625688-76627193,chr15:76576961-76578767
211,02000100,chr15:76526963-76528494,chr15:76482449-76484127,chr15:76625688-76627193
211,02000010,chr5:36506583-36508554,chr5:36692733-36694132,chr5:36240915-36243048
211,01100100,chr5:36305051-36306813,chr5:36506583-36508554,chr5:36240915-36243048
211,01100100,chr5:36506583-36508554,chr5:36240915-36243048,chr5:36695595-36697133
211,02000100,chr5:36305051-36306813,chr5:36492485-36494026,chr5:36240915-36243048
211,02000100,chr5:36305051-36306813,chr5:36240915-36243048,chr5:36695595-36697133
211,02000100,chr5:36492485-36494026,chr5:36240915-36243048,chr5:36695595-36697133
211,11001000,chr3:185177897-185179706,chr3:185292501-185294096,chr3:185275629-185277713
211,02000100,chr19:1239719-1241154,chr19:1226027-1228560,chr19:1193936-1195416
211,02000010,chr1:204471624-204473410,chr1:204332200-204333765,chr1:204335396-204336730
211,01100010,chr1:204471624-204473410,chr1:204367067-204368707,chr1:204335396-204336730
211,01100100,chr1:204471624-204473410,chr1:204226870-204228633,chr1:204335396-204336730
211,02000100,chr1:204226870-204228633,chr1:204332200-204333765,chr1:204335396-204336730
211,20001000,chr10:118249057-118250498,chr10:118280340-118281862,chr10:118229814-118231256
211,02000100,chr15:34353478-34355005,chr15:34501681-34503107,chr15:35211661-35213376
211,02000100,chr15:34353478-34355005,chr15:34501681-34503107,chr15:34658970-34660918
211,02000100,chr16:48663596-48665281,chr16:48656528-48658238,chr16:48559879-48561525
222,00000300,chr16:48663596-48665281,chr16:48386933-48388445,chr16:48559879-48561525
222,00000300,chr16:48386933-48388445,chr16:48656528-48658238,chr16:48559879-48561525
211,01100100,chr16:48386933-48388445,chr16:48575550-48576952,chr16:48559879-48561525
211,01100100,chr10:71266734-71268505,chr10:71186002-71187835,chr10:71151618-71153229
222,00001200,chr3:16290294-16291693,chr3:16219255-16220783,chr3:16089594-16091188
211,10100100,chr3:16290294-16291693,chr3:16288071-16289727,chr3:16089594-16091188
222,00000210,chr3:16219255-16220783,chr3:16288071-16289727,chr3:16089594-16091188
222,00000300,chr11:67055486-67057229,chr11:67032933-67034471,chr11:67084125-67085960
211,01101000,chr17:47367496-47369043,chr17:47257061-47258552,chr17:47268499-47270126
211,20000010,chr6:100525794-100527299,chr6:100563857-100565701,chr6:101111523-101113081
211,02000100,chr15:73372943-73374657,chr15:72491513-72493025,chr15:72634254-72635594
211,20000010,chr7:30977807-30979413,chr7:30839773-30841328,chr7:31016934-31018429
211,10101000,chr7:31161667-31163223,chr7:30839773-30841328,chr7:31016934-31018429
211,20001000,chr7:31161667-31163223,chr7:31022641-31024113,chr7:31016934-31018429
211,11000100,chr12:6074528-6076048,chr12:6304187-6306023,chr12:6393513-6395235
222,00002100,chr12:6074528-6076048,chr12:6097118-6098913,chr12:6393513-6395235
211,11001000,chr12:6074528-6076048,chr12:6393513-6395235,chr12:6146664-6148191
222,00003000,chr12:6074528-6076048,chr12:6097118-6098913,chr12:6146664-6148191
211,20001000,chr4:78353372-78355480,chr4:78305899-78307517,chr4:78161091-78162593
211,20001000,chr4:78353372-78355480,chr4:78539159-78540803,chr4:78305899-78307517
211,02000100,chr12:52536769-52538312,chr12:52549970-52551527,chr12:52557064-52558733
211,02000100,chr12:52536769-52538312,chr12:53263530-53265909,chr12:52557064-52558733
211,11000100,chr12:52536769-52538312,chr12:52557064-52558733,chr12:52927704-52929159
211,02000100,chr12:52536769-52538312,chr12:53373832-53375777,chr12:52557064-52558733
211,00200010,chr6:35434966-35436893,chr6:35294649-35296128,chr6:35261475-35263027
211,00200010,chr6:35434966-35436893,chr6:35208150-35209837,chr6:35261475-35263027
222,00001020,chr6:35434966-35436893,chr6:35416542-35418354,chr6:35261475-35263027
211,10100010,chr6:35434966-35436893,chr6:35208150-35209837,chr6:35113518-35115114
211,10100010,chr6:35434966-35436893,chr6:35208150-35209837,chr6:35106769-35108642
211,10100010,chr6:35434966-35436893,chr6:35416542-35418354,chr6:35208150-35209837
211,02000010,chr10:74593295-74594944,chr10:74123197-74125090,chr10:74453601-74455307
211,01100010,chr17:73109470-73111162,chr17:73197179-73198782,chr17:73167291-73168771
211,20001000,chr14:60816016-60817597,chr14:61491188-61492953,chr14:61028329-61029912
211,20001000,chr14:60732497-60733989,chr14:61491188-61492953,chr14:61028329-61029912
211,10101000,chr14:61091446-61092993,chr14:61491188-61492953,chr14:61028329-61029912
211,11001000,chr14:65377098-65378551,chr14:65102779-65104486,chr14:65357634-65359480
211,01101000,chr10:94581190-94583631,chr10:94276041-94277736,chr10:94639268-94641019
211,02001000,chr10:94581190-94583631,chr10:94602273-94603788,chr10:94639268-94641019
211,00201000,chr13:96188359-96189839,chr13:96485654-96487419,chr13:96275697-96277259
211,20000010,chr13:96485654-96487419,chr13:96275697-96277259,chr13:96145682-96147349
211,10011000,chr11:16634623-16636083,chr11:15847723-15849242,chr11:16627007-16628760
222,00002010,chr9:130216950-130218663,chr9:129702195-129703987,chr9:129976004-129977771
222,00001110,chr9:130216950-130218663,chr9:130348210-130349632,chr9:129702195-129703987
211,10101000,chr9:130265610-130267217,chr9:129702195-129703987,chr9:129976004-129977771
211,11001000,chr9:130348210-130349632,chr9:129702195-129703987,chr9:129976004-129977771
211,20000100,chr9:130348210-130349632,chr9:129702195-129703987,chr9:130285129-130286585
211,10100100,chr9:130348210-130349632,chr9:129702195-129703987,chr9:130265610-130267217
211,01101000,chr2:54749329-54750948,chr2:54884184-54885643,chr2:54931240-54932813
211,02000100,chr1:23963338-23964989,chr1:23729692-23731405,chr1:23865683-23867199
211,01100100,chr1:23963338-23964989,chr1:24077176-24078694,chr1:23865683-23867199
211,01100100,chr1:23963338-23964989,chr1:23865683-23867199,chr1:23424581-23426358
211,01100100,chr1:23963338-23964989,chr1:23870488-23872207,chr1:23865683-23867199
211,01100010,chr1:23963338-23964989,chr1:24077176-24078694,chr1:23870488-23872207
211,02000100,chr15:99189693-99191665,chr15:99752814-99754538,chr15:98984886-98986713
211,02000100,chr15:99061667-99063384,chr15:99752814-99754538,chr15:98984886-98986713
211,02000100,chr15:99061667-99063384,chr15:99752814-99754538,chr15:98970974-98972847
211,10101000,chr13:80252918-80254490,chr13:80604233-80605450,chr13:80937233-80938997
211,01100100,chr2:85905603-85907230,chr2:85976961-85978598,chr2:85955368-85957226
211,01100100,chr2:85905603-85907230,chr2:86031209-86032703,chr2:85955368-85957226
211,01100100,chr2:85905603-85907230,chr2:86024639-86026000,chr2:85955368-85957226
211,02000100,chr2:85905603-85907230,chr2:86054006-86055500,chr2:85955368-85957226
211,02000100,chr2:85905603-85907230,chr2:85998912-86000426,chr2:85955368-85957226
211,01100100,chr2:85905603-85907230,chr2:85933608-85935486,chr2:85955368-85957226
211,00201000,chr3:33105939-33107491,chr3:33413739-33415396,chr3:32988622-32990151
211,00201000,chr3:33105939-33107491,chr3:33115381-33116984,chr3:32988622-32990151
211,00200100,chr1:12331565-12333107,chr1:12678464-12680951,chr1:12660675-12662163
211,01100100,chr1:12678464-12680951,chr1:12289307-12290777,chr1:12660675-12662163
211,11001000,chr8:59719734-59721572,chr8:59633664-59635115,chr8:59933220-59934790
211,20000010,chr6:134477178-134478839,chr6:134431231-134433354,chr6:134384366-134386060
211,11000010,chr6:135143178-135145099,chr6:134431231-134433354,chr6:134384366-134386060
211,20000010,chr6:134431231-134433354,chr6:134384366-134386060,chr6:135261322-135262888
211,00201000,chr6:134431231-134433354,chr6:134384366-134386060,chr6:134293951-134295608
211,20000010,chr4:7704868-7706364,chr4:7988541-7990034,chr4:7762920-7764208
211,20001000,chr11:125215133-125216520,chr11:125298487-125299876,chr11:124960490-124961990
211,20001000,chr11:125215133-125216520,chr11:125298487-125299876,chr11:124831295-124832894
211,10100010,chr7:121006314-121008010,chr7:121634100-121636041,chr7:121186806-121188532
211,02000100,chr22:35745976-35747856,chr22:35826320-35827703,chr22:36018787-36020209
211,02000100,chr22:35978516-35980300,chr22:35745976-35747856,chr22:36018787-36020209
211,02000100,chr22:35978516-35980300,chr22:35745976-35747856,chr22:35826320-35827703
211,20001000,chr12:81156904-81158550,chr12:80805390-80807259,chr12:81651071-81652764
211,10101000,chr7:30451843-30453598,chr7:30203560-30205040,chr7:30100894-30103153
211,20000010,chr7:30451843-30453598,chr7:29916947-29918600,chr7:30100894-30103153
211,11000010,chr14:90984773-90986078,chr14:90865007-90867126,chr14:90755200-90756522
211,02000010,chr14:91224056-91225752,chr14:90865007-90867126,chr14:90755200-90756522
211,11000010,chr14:90865007-90867126,chr14:91163166-91164974,chr14:90755200-90756522
211,02000100,chr13:49169167-49170866,chr13:49323170-49324846,chr13:49854704-49856101
211,11000100,chr12:57454212-57457467,chr12:57150752-57152257,chr12:57569054-57570624
211,11001000,chr2:11617346-11619114,chr2:11557566-11559006,chr2:11918531-11920327
211,01100100,chr16:19421178-19423151,chr16:19177533-19179871,chr16:19097090-19098872
211,02000100,chr16:19421178-19423151,chr16:19513363-19514939,chr16:19097090-19098872
211,11000100,chr16:19421178-19423151,chr16:19190667-19192097,chr16:19097090-19098872
211,11000100,chr16:19421178-19423151,chr16:19386205-19387862,chr16:19097090-19098872
211,01100100,chr16:19421178-19423151,chr16:19399875-19401573,chr16:19097090-19098872
211,02000010,chr16:19421178-19423151,chr16:19399875-19401573,chr16:19513363-19514939
222,00001020,chr9:18212675-18214189,chr9:17810295-17812169,chr9:17531034-17532627
211,20000010,chr9:18212675-18214189,chr9:17531034-17532627,chr9:18254424-18256128
211,20000010,chr9:18212675-18214189,chr9:17531034-17532627,chr9:17801599-17803210
211,10100010,chr9:17810295-17812169,chr9:17531034-17532627,chr9:18207425-18209243
211,10100010,chr9:17810295-17812169,chr9:17531034-17532627,chr9:18254424-18256128
211,10100010,chr9:17810295-17812169,chr9:17531034-17532627,chr9:17801599-17803210
211,10101000,chr9:17531034-17532627,chr9:18254424-18256128,chr9:19028105-19029770
211,00201000,chr9:18395649-18397048,chr9:17531034-17532627,chr9:18254424-18256128
211,20000010,chr9:17801599-17803210,chr9:17531034-17532627,chr9:18254424-18256128
211,10101000,chr9:17528347-17529804,chr9:17531034-17532627,chr9:17801599-17803210
211,10101000,chr9:17531034-17532627,chr9:17801599-17803210,chr9:18207425-18209243
211,10100100,chr16:75418702-75420489,chr16:75550629-75552212,chr16:75797358-75799066
211,11000100,chr16:75550629-75552212,chr16:75797358-75799066,chr16:75497856-75499620
211,11000100,chr1:22534200-22535730,chr1:22742485-22744010,chr1:22431526-22433178
211,11000100,chr1:22742485-22744010,chr1:22431526-22433178,chr1:22967922-22969476
211,10101000,chr3:161141058-161142674,chr3:160424632-160426189,chr3:160402463-160405719
211,20001000,chr3:161141058-161142674,chr3:160813915-160815496,chr3:160402463-160405719
211,00200010,chr1:226032924-226034443,chr1:225959299-225961021,chr1:225741283-225742952
211,01101000,chr1:20478244-20479761,chr1:19717257-19718751,chr1:19987689-19989346
211,20001000,chr6:109847568-109850042,chr6:110711325-110713018,chr6:110374268-110375804
211,11000100,chr21:36422962-36424644,chr21:36772088-36773706,chr21:36261678-36263208
211,10101000,chr9:128189711-128191324,chr9:128393071-128394555,chr9:128320135-128321871
211,20001000,chr2:208936352-208937948,chr2:208926312-208927861,chr2:208610177-208611761
211,20001000,chr2:208936352-208937948,chr2:207664497-207666179,chr2:208610177-208611761
222,00003000,chr2:208936352-208937948,chr2:208610177-208611761,chr2:208837159-208838803
211,01100100,chr5:131841275-131842776,chr5:131754679-131756326,chr5:132155201-132156802
211,01100100,chr5:131754679-131756326,chr5:132155201-132156802,chr5:132049815-132051369
211,11000100,chr1:27626681-27628234,chr1:27931947-27933904,chr1:27742290-27744020
211,02000100,chr1:27683301-27685005,chr1:27931947-27933904,chr1:27742290-27744020
211,02000100,chr1:27523821-27525392,chr1:27931947-27933904,chr1:27742290-27744020
211,11001000,chr1:27626681-27628234,chr1:27428616-27430160,chr1:27931947-27933904
211,11001000,chr1:27714265-27715819,chr1:27626681-27628234,chr1:27931947-27933904
211,11000100,chr1:27626681-27628234,chr1:27683301-27685005,chr1:27931947-27933904
211,11000100,chr1:27626681-27628234,chr1:27523821-27525392,chr1:27931947-27933904
211,02000100,chr1:27523821-27525392,chr1:27683301-27685005,chr1:27931947-27933904
211,11000100,chr1:27610425-27612058,chr1:27523821-27525392,chr1:27931947-27933904
211,11000100,chr1:27428616-27430160,chr1:27523821-27525392,chr1:27931947-27933904
222,00002100,chr3:53332970-53334429,chr3:53743361-53745277,chr3:53954842-53956279
211,11000100,chr3:53332970-53334429,chr3:53253204-53254996,chr3:53954842-53956279
211,20000100,chr3:53332970-53334429,chr3:53408514-53409924,chr3:53954842-53956279
211,11001000,chr3:53332970-53334429,chr3:53743361-53745277,chr3:53547150-53548502
211,11000100,chr3:53332970-53334429,chr3:53743361-53745277,chr3:53253204-53254996
222,00002100,chr3:53332970-53334429,chr3:53743361-53745277,chr3:53408514-53409924
211,11000100,chr3:53332970-53334429,chr3:53408514-53409924,chr3:53253204-53254996
211,11000100,chr12:10077716-10079450,chr12:9902636-9904829,chr12:10291927-10293702
211,11000100,chr12:10077716-10079450,chr12:9902636-9904829,chr12:9786173-9787943
211,02001000,chr1:26221327-26223063,chr1:26470774-26472571,chr1:26430687-26432424
211,01101000,chr3:170131111-170132920,chr3:170406889-170409232,chr3:169906305-169907880
211,20001000,chr5:51255929-51257663,chr5:50675846-50677560,chr5:51302422-51304034
211,10101000,chr5:50763489-50765057,chr5:51255929-51257663,chr5:50675846-50677560
211,10101000,chr5:50763489-50765057,chr5:51255929-51257663,chr5:51302422-51304034
211,01100100,chr1:110553605-110555175,chr1:110522704-110524153,chr1:110088257-110090117
211,10100100,chr1:110658511-110660029,chr1:110553605-110555175,chr1:110088257-110090117
211,00200100,chr1:110315719-110317217,chr1:110553605-110555175,chr1:110088257-110090117
211,00200100,chr1:110553605-110555175,chr1:110648050-110649684,chr1:110088257-110090117
211,11000010,chr10:95574616-95576825,chr10:95617953-95619748,chr10:94839413-94841020
211,01100100,chr10:95048115-95049776,chr10:95574616-95576825,chr10:94839413-94841020
211,11000100,chr10:95048115-95049776,chr10:94839413-94841020,chr10:94885747-94887377
211,01100100,chr10:95048115-95049776,chr10:94724378-94726068,chr10:94839413-94841020
211,11000100,chr10:95048115-95049776,chr10:94839413-94841020,chr10:94673638-94675148
211,01101000,chr6:52968358-52969988,chr6:53035881-53037748,chr6:53515331-53517376
211,01101000,chr6:53301780-53303497,chr6:53035881-53037748,chr6:53515331-53517376
211,00200100,chr1:172711207-172712717,chr1:174043140-174045141,chr1:173388839-173390511
211,10100100,chr1:174043140-174045141,chr1:172713478-172715079,chr1:173388839-173390511
211,01101000,chr8:117899111-117900750,chr8:118049407-118051095,chr8:117862810-117864365
211,20000010,chr17:77083122-77084624,chr17:77384074-77385390,chr17:77041356-77042872
211,10010010,chr17:77083122-77084624,chr17:77121714-77123134,chr17:77384074-77385390
211,02000100,chr15:89985367-89986850,chr15:89973190-89975091,chr15:90015446-90016938
222,00001110,chr9:27547346-27549250,chr9:27528553-27530601,chr9:27332481-27334167
211,20001000,chr6:137662617-137663979,chr6:137962005-137963603,chr6:137456630-137458143
211,02000010,chr6:1603906-1605457,chr6:2448391-2449884,chr6:2353519-2355089
211,02000010,chr6:2633930-2635783,chr6:2448391-2449884,chr6:2353519-2355089
211,01101000,chr8:71579807-71581497,chr8:70857898-70859255,chr8:71000247-71001745
211,11000100,chr1:110522704-110524153,chr1:110465559-110466914,chr1:110088257-110090117
211,11000100,chr1:110658511-110660029,chr1:110522704-110524153,chr1:110088257-110090117
211,01100100,chr1:110315719-110317217,chr1:110522704-110524153,chr1:110088257-110090117
211,01100100,chr1:110522704-110524153,chr1:110648050-110649684,chr1:110088257-110090117
211,10100100,chr1:110658511-110660029,chr1:110315719-110317217,chr1:110088257-110090117
222,00001110,chr1:110658511-110660029,chr1:110648050-110649684,chr1:110088257-110090117
211,00200100,chr1:110315719-110317217,chr1:110648050-110649684,chr1:110088257-110090117
211,10100010,chr9:123381300-123383179,chr9:123504713-123506277,chr9:123517531-123519190
211,01100010,chr9:123491421-123492967,chr9:123381300-123383179,chr9:123517531-123519190
211,00200010,chr9:123381300-123383179,chr9:124161718-124163598,chr9:123517531-123519190
211,01100100,chr6:6560681-6561964,chr6:6724228-6725616,chr6:6676338-6678138
211,11000010,chr6:6577541-6578796,chr6:6560681-6561964,chr6:6676338-6678138
211,01101000,chr6:6577541-6578796,chr6:6556568-6558151,chr6:6560681-6561964
211,01010010,chr11:124631757-124634046,chr11:124706382-124708309,chr11:124745380-124747005
211,01100100,chr11:123277478-123279103,chr11:123348560-123350132,chr11:123345684-123347031
211,02001000,chr14:100842625-100845040,chr14:100588680-100590002,chr14:100658505-100660726
211,20000100,chr14:100541901-100543464,chr14:100588680-100590002,chr14:100658505-100660726
211,10101000,chr4:88274032-88275759,chr4:88417855-88419290,chr4:88758907-88761410
211,02001000,chr14:23455188-23456735,chr14:23526665-23528285,chr14:23524801-23526244
211,10100100,chr2:219740744-219742431,chr2:219844023-219845726,chr2:219717086-219718494
222,00001110,chr2:219983415-219985116,chr2:219844023-219845726,chr2:219717086-219718494
211,00111000,chr2:219983415-219985116,chr2:219860147-219861709,chr2:219717086-219718494
211,10101000,chr2:219983415-219985116,chr2:219740744-219742431,chr2:219717086-219718494
211,20001000,chr6:139086328-139088079,chr6:138749523-138751168,chr6:138838202-138839590
211,10101000,chr6:138911489-138912984,chr6:138749523-138751168,chr6:138838202-138839590
211,20001000,chr6:138749523-138751168,chr6:138838202-138839590,chr6:138841112-138842545
211,11001000,chr6:138724140-138726057,chr6:138749523-138751168,chr6:138838202-138839590
211,20001000,chr3:108768835-108770343,chr3:108741958-108743519,chr3:108942776-108944064
222,00003000,chr3:108768835-108770343,chr3:108741958-108743519,chr3:108800280-108801843
211,20001000,chr3:108768835-108770343,chr3:108380382-108382095,chr3:108800280-108801843
211,20000010,chr1:120217344-120219207,chr1:120155855-120157362,chr1:120153703-120155092
211,10101000,chr1:120217344-120219207,chr1:120155855-120157362,chr1:120351020-120352562
211,01101000,chr1:120217344-120219207,chr1:120155855-120157362,chr1:120286124-120287614
211,20001000,chr1:120155855-120157362,chr1:120351020-120352562,chr1:120153703-120155092
211,11001000,chr1:120155855-120157362,chr1:120351020-120352562,chr1:120286124-120287614
211,11000100,chr1:120155855-120157362,chr1:120412941-120414486,chr1:120286124-120287614
211,11001000,chr12:106620005-106621495,chr12:107311982-107314725,chr12:106675585-106677114
211,10100010,chr9:124201861-124203442,chr9:124161718-124163598,chr9:123517531-123519190
211,01100010,chr9:123491421-123492967,chr9:124161718-124163598,chr9:123517531-123519190
211,20000010,chr9:129253016-129254691,chr9:128393071-128394555,chr9:128320135-128321871
211,10100100,chr5:38404293-38405745,chr5:38441164-38443038,chr5:38921578-38923216
211,20000100,chr5:38404293-38405745,chr5:38265120-38266606,chr5:38921578-38923216
222,00002100,chr5:38404293-38405745,chr5:38208138-38209859,chr5:38921578-38923216
211,01100010,chr5:38671980-38674530,chr5:38441164-38443038,chr5:38921578-38923216
211,01100010,chr5:38515267-38516703,chr5:38441164-38443038,chr5:38921578-38923216
211,10100100,chr5:38265120-38266606,chr5:38441164-38443038,chr5:38921578-38923216
222,00001110,chr5:38208138-38209859,chr5:38441164-38443038,chr5:38921578-38923216
211,20000100,chr5:38208138-38209859,chr5:38265120-38266606,chr5:38921578-38923216
211,20001000,chr14:101701066-101702492,chr14:102131159-102132782,chr14:101372336-101373674
211,10011000,chr12:54972915-54974477,chr12:55095468-55097165,chr12:55351106-55352906
211,11000100,chr19:49111454-49113069,chr19:49008832-49010363,chr19:48893355-48895680
211,02001000,chr19:49111454-49113069,chr19:49008832-49010363,chr19:49086868-49088412
211,11000100,chr19:49086868-49088412,chr19:49008832-49010363,chr19:48947898-48949801
211,11000100,chr19:49086868-49088412,chr19:49008832-49010363,chr19:48605826-48607200
211,00200010,chr1:25156315-25158173,chr1:25014324-25016008,chr1:25105721-25107198
211,11000010,chr2:201335450-201336930,chr2:200849739-200851391,chr2:200844224-200845789
211,02000010,chr11:72503891-72505943,chr11:72888518-72890134,chr11:72435514-72437300
211,01101000,chr12:56349209-56350744,chr12:56422869-56424415,chr12:56389163-56391508
211,11000100,chr11:83526969-83528638,chr11:83003488-83005048,chr11:83381679-83383372
211,01101000,chr11:82960431-82961962,chr11:83003488-83005048,chr11:83381679-83383372
211,00201000,chr14:90767346-90769045,chr14:90865007-90867126,chr14:91163166-91164974
211,20000010,chr14:90984773-90986078,chr14:90865007-90867126,chr14:91163166-91164974
211,11000010,chr14:91224056-91225752,chr14:90865007-90867126,chr14:91163166-91164974
211,20000100,chr9:20624196-20625735,chr9:21110006-21111974,chr9:20940339-20942089
211,01100010,chr3:114935719-114937673,chr3:115532956-115534509,chr3:115411093-115412901
211,01100010,chr18:741290-742836,chr18:830322-831813,chr18:838668-840284
222,00001020,chr18:741290-742836,chr18:830322-831813,chr18:623435-625027
211,01101000,chr18:623435-625027,chr18:830322-831813,chr18:838668-840284
211,00201000,chr5:151037883-151039427,chr5:151121796-151123324,chr5:151119617-151121112
211,11000100,chr3:193855001-193856379,chr3:193505411-193506900,chr3:193497997-193499831
211,10101000,chr1:117826653-117828205,chr1:117609722-117611384,chr1:117279340-117280929
211,10101000,chr1:117826653-117828205,chr1:117597362-117598833,chr1:117279340-117280929
211,20000010,chr1:117597362-117598833,chr1:117266832-117268430,chr1:117279340-117280929
211,00201000,chr3:57255404-57256881,chr3:57028888-57030440,chr3:57133354-57135072
211,00200100,chr1:33920805-33922372,chr1:33935473-33937086,chr1:33760556-33762054
222,00002010,chr10:97122291-97124089,chr10:96389183-96390734,chr10:97002224-97003746
211,11001000,chr10:96942550-96944485,chr10:97122291-97124089,chr10:96389183-96390734
211,20001000,chr10:97122291-97124089,chr10:96389183-96390734,chr10:96892126-96893696
222,00001110,chr10:96942550-96944485,chr10:97122291-97124089,chr10:97002224-97003746
222,00002010,chr10:97122291-97124089,chr10:96892126-96893696,chr10:97002224-97003746
211,11001000,chr10:96942550-96944485,chr10:97122291-97124089,chr10:96892126-96893696
211,10101000,chr10:97122291-97124089,chr10:96892126-96893696,chr10:97204945-97206553
211,20001000,chr10:97122291-97124089,chr10:97133782-97135468,chr10:96892126-96893696
211,11001000,chr1:11770521-11772027,chr1:11701931-11703366,chr1:11301230-11302669
211,20001000,chr3:152191783-152193335,chr3:152678492-152679895,chr3:152291580-152293377
211,20001000,chr12:5111648-5113089,chr12:5192864-5194331,chr12:4964097-4965521
211,10101000,chr12:4462449-4463842,chr12:5192864-5194331,chr12:4964097-4965521
211,20001000,chr12:4966312-4967769,chr12:5192864-5194331,chr12:4964097-4965521
211,10101000,chr12:4966312-4967769,chr12:5192864-5194331,chr12:4462449-4463842
211,20001000,chr12:4966312-4967769,chr12:5192864-5194331,chr12:5111648-5113089
222,00002010,chr17:64902192-64903798,chr17:64711188-64712832,chr17:64196189-64197836
211,11001000,chr2:213641161-213642659,chr2:213550378-213551977,chr2:214017762-214019305
211,20001000,chr12:13430535-13431986,chr12:14016432-14017979,chr12:14319410-14321084
211,11000100,chr20:34725969-34727576,chr20:34578667-34581621,chr20:34582366-34583871
211,01101000,chr20:34786864-34788600,chr20:34725969-34727576,chr20:34582366-34583871
211,11000010,chr20:34786864-34788600,chr20:35067181-35068743,chr20:34582366-34583871
211,11000010,chr20:34786864-34788600,chr20:34578667-34581621,chr20:34582366-34583871
211,11000010,chr20:34786864-34788600,chr20:34743934-34745722,chr20:34582366-34583871
222,00001200,chr7:33146604-33149933,chr7:32981913-32983747,chr7:32885540-32887312
211,20000010,chr19:4524645-4526031,chr19:4567022-4568756,chr19:4632705-4634191
